Temperature (Celsius),Resistance (ohms),Sensitivity (ohms-per-degree)
210.59999999998522,179.7474,0.3665
210.6999999999852,179.7841,0.3665
210.7999999999852,179.8207,0.3665
210.8999999999852,179.8574,0.3665
210.9999999999852,179.8940,0.3665
211.0999999999852,179.9307,0.3664
211.19999999998518,179.9673,0.3664
211.29999999998518,180.0040,0.3664
211.39999999998517,180.0406,0.3664
211.49999999998516,180.0773,0.3664
211.59999999998516,180.1139,0.3664
211.69999999998515,180.1505,0.3664
211.79999999998515,180.1872,0.3664
211.89999999998514,180.2238,0.3664
211.99999999998514,180.2604,0.3663
212.09999999998513,180.2971,0.3663
212.19999999998512,180.3337,0.3663
212.29999999998512,180.3703,0.3663
212.3999999999851,180.4070,0.3663
212.4999999999851,180.4436,0.3663
212.5999999999851,180.4802,0.3663
212.6999999999851,180.5169,0.3663
212.7999999999851,180.5535,0.3663
212.89999999998508,180.5901,0.3662
212.99999999998508,180.6267,0.3662
213.09999999998507,180.6634,0.3662
213.19999999998507,180.7000,0.3662
213.29999999998506,180.7366,0.3662
213.39999999998506,180.7732,0.3662
213.49999999998505,180.8098,0.3662
213.59999999998504,180.8464,0.3662
213.69999999998504,180.8831,0.3661
213.79999999998503,180.9197,0.3661
213.89999999998503,180.9563,0.3661
213.99999999998502,180.9929,0.3661
214.09999999998502,181.0295,0.3661
214.199999999985,181.0661,0.3661
214.299999999985,181.1027,0.3661
214.399999999985,181.1393,0.3661
214.499999999985,181.1759,0.3661
214.599999999985,181.2125,0.3660
214.69999999998498,181.2492,0.3660
214.79999999998498,181.2858,0.3660
214.89999999998497,181.3224,0.3660
214.99999999998496,181.3590,0.3660
215.09999999998496,181.3956,0.3660
215.19999999998495,181.4322,0.3660
215.29999999998495,181.4688,0.3660
215.39999999998494,181.5053,0.3660
215.49999999998494,181.5419,0.3659
215.59999999998493,181.5785,0.3659
215.69999999998493,181.6151,0.3659
215.79999999998492,181.6517,0.3659
215.8999999999849,181.6883,0.3659
215.9999999999849,181.7249,0.3659
216.0999999999849,181.7615,0.3659
216.1999999999849,181.7981,0.3659
216.2999999999849,181.8347,0.3658
216.39999999998489,181.8712,0.3658
216.49999999998488,181.9078,0.3658
216.59999999998487,181.9444,0.3658
216.69999999998487,181.9810,0.3658
216.79999999998486,182.0176,0.3658
216.89999999998486,182.0541,0.3658
216.99999999998485,182.0907,0.3658
217.09999999998485,182.1273,0.3658
217.19999999998484,182.1639,0.3657
217.29999999998483,182.2004,0.3657
217.39999999998483,182.2370,0.3657
217.49999999998482,182.2736,0.3657
217.59999999998482,182.3102,0.3657
217.6999999999848,182.3467,0.3657
217.7999999999848,182.3833,0.3657
217.8999999999848,182.4199,0.3657
217.9999999999848,182.4564,0.3657
218.0999999999848,182.4930,0.3656
218.19999999998478,182.5296,0.3656
218.29999999998478,182.5661,0.3656
218.39999999998477,182.6027,0.3656
218.49999999998477,182.6392,0.3656
218.59999999998476,182.6758,0.3656
218.69999999998475,182.7124,0.3656
218.79999999998475,182.7489,0.3656
218.89999999998474,182.7855,0.3655
218.99999999998474,182.8220,0.3655
219.09999999998473,182.8586,0.3655
219.19999999998473,182.8951,0.3655
219.29999999998472,182.9317,0.3655
219.39999999998471,182.9682,0.3655
219.4999999999847,183.0048,0.3655
219.5999999999847,183.0413,0.3655
219.6999999999847,183.0779,0.3655
219.7999999999847,183.1144,0.3654
219.8999999999847,183.1510,0.3654
219.99999999998468,183.1875,0.3654
220.09999999998468,183.2240,0.3654
220.19999999998467,183.2606,0.3654
220.29999999998466,183.2971,0.3654
220.39999999998466,183.3337,0.3654
220.49999999998465,183.3702,0.3654
220.59999999998465,183.4067,0.3654
220.69999999998464,183.4433,0.3653
220.79999999998464,183.4798,0.3653
220.89999999998463,183.5163,0.3653
220.99999999998462,183.5529,0.3653
221.09999999998462,183.5894,0.3653
221.1999999999846,183.6259,0.3653
221.2999999999846,183.6624,0.3653
221.3999999999846,183.6990,0.3653
221.4999999999846,183.7355,0.3652
221.5999999999846,183.7720,0.3652
221.69999999998458,183.8085,0.3652
221.79999999998458,183.8451,0.3652
221.89999999998457,183.8816,0.3652
221.99999999998457,183.9181,0.3652
222.09999999998456,183.9546,0.3652
222.19999999998456,183.9911,0.3652
222.29999999998455,184.0277,0.3652
222.39999999998454,184.0642,0.3651
222.49999999998454,184.1007,0.3651
222.59999999998453,184.1372,0.3651
222.69999999998453,184.1737,0.3651
222.79999999998452,184.2102,0.3651
222.89999999998452,184.2467,0.3651
222.9999999999845,184.2832,0.3651
223.0999999999845,184.3197,0.3651
223.1999999999845,184.3563,0.3651
223.2999999999845,184.3928,0.3650
223.3999999999845,184.4293,0.3650
223.49999999998448,184.4658,0.3650
223.59999999998448,184.5023,0.3650
223.69999999998447,184.5388,0.3650
223.79999999998446,184.5753,0.3650
223.89999999998446,184.6118,0.3650
223.99999999998445,184.6483,0.3650
224.09999999998445,184.6848,0.3649
224.19999999998444,184.7212,0.3649
224.29999999998444,184.7577,0.3649
224.39999999998443,184.7942,0.3649
224.49999999998442,184.8307,0.3649
224.59999999998442,184.8672,0.3649
224.6999999999844,184.9037,0.3649
224.7999999999844,184.9402,0.3649
224.8999999999844,184.9767,0.3649
224.9999999999844,185.0132,0.3648
225.0999999999844,185.0496,0.3648
225.19999999998439,185.0861,0.3648
225.29999999998438,185.1226,0.3648
225.39999999998437,185.1591,0.3648
225.49999999998437,185.1956,0.3648
225.59999999998436,185.2320,0.3648
225.69999999998436,185.2685,0.3648
225.79999999998435,185.3050,0.3648
225.89999999998435,185.3415,0.3647
225.99999999998434,185.3779,0.3647
226.09999999998433,185.4144,0.3647
226.19999999998433,185.4509,0.3647
226.29999999998432,185.4874,0.3647
226.39999999998432,185.5238,0.3647
226.4999999999843,185.5603,0.3647
226.5999999999843,185.5968,0.3647
226.6999999999843,185.6332,0.3646
226.7999999999843,185.6697,0.3646
226.8999999999843,185.7061,0.3646
226.99999999998428,185.7426,0.3646
227.09999999998428,185.7791,0.3646
227.19999999998427,185.8155,0.3646
227.29999999998427,185.8520,0.3646
227.39999999998426,185.8884,0.3646
227.49999999998425,185.9249,0.3646
227.59999999998425,185.9614,0.3645
227.69999999998424,185.9978,0.3645
227.79999999998424,186.0343,0.3645
227.89999999998423,186.0707,0.3645
227.99999999998423,186.1072,0.3645
228.09999999998422,186.1436,0.3645
228.19999999998421,186.1801,0.3645
228.2999999999842,186.2165,0.3645
228.3999999999842,186.2530,0.3644
228.4999999999842,186.2894,0.3644
228.5999999999842,186.3258,0.3644
228.6999999999842,186.3623,0.3644
228.79999999998418,186.3987,0.3644
228.89999999998417,186.4352,0.3644
228.99999999998417,186.4716,0.3644
229.09999999998416,186.5080,0.3644
229.19999999998416,186.5445,0.3644
229.29999999998415,186.5809,0.3643
229.39999999998415,186.6173,0.3643
229.49999999998414,186.6538,0.3643
229.59999999998414,186.6902,0.3643
229.69999999998413,186.7266,0.3643
229.79999999998412,186.7631,0.3643
229.89999999998412,186.7995,0.3643
229.9999999999841,186.8359,0.3643
230.0999999999841,186.8724,0.3643
230.1999999999841,186.9088,0.3642
230.2999999999841,186.9452,0.3642
230.3999999999841,186.9816,0.3642
230.49999999998408,187.0180,0.3642
230.59999999998408,187.0545,0.3642
230.69999999998407,187.0909,0.3642
230.79999999998407,187.1273,0.3642
230.89999999998406,187.1637,0.3642
230.99999999998406,187.2001,0.3641
231.09999999998405,187.2365,0.3641
231.19999999998404,187.2730,0.3641
231.29999999998404,187.3094,0.3641
231.39999999998403,187.3458,0.3641
231.49999999998403,187.3822,0.3641
231.59999999998402,187.4186,0.3641
231.69999999998402,187.4550,0.3641
231.799999999984,187.4914,0.3641
231.899999999984,187.5278,0.3640
231.999999999984,187.5642,0.3640
232.099999999984,187.6006,0.3640
232.199999999984,187.6370,0.3640
232.29999999998398,187.6734,0.3640
232.39999999998398,187.7098,0.3640
232.49999999998397,187.7462,0.3640
232.59999999998396,187.7826,0.3640
232.69999999998396,187.8190,0.3640
232.79999999998395,187.8554,0.3639
232.89999999998395,187.8918,0.3639
232.99999999998394,187.9282,0.3639
233.09999999998394,187.9646,0.3639
233.19999999998393,188.0010,0.3639
233.29999999998392,188.0374,0.3639
233.39999999998392,188.0738,0.3639
233.4999999999839,188.1101,0.3639
233.5999999999839,188.1465,0.3638
233.6999999999839,188.1829,0.3638
233.7999999999839,188.2193,0.3638
233.8999999999839,188.2557,0.3638
233.99999999998388,188.2921,0.3638
234.09999999998388,188.3284,0.3638
234.19999999998387,188.3648,0.3638
234.29999999998387,188.4012,0.3638
234.39999999998386,188.4376,0.3638
234.49999999998386,188.4739,0.3637
234.59999999998385,188.5103,0.3637
234.69999999998385,188.5467,0.3637
234.79999999998384,188.5831,0.3637
234.89999999998383,188.6194,0.3637
234.99999999998383,188.6558,0.3637
235.09999999998382,188.6922,0.3637
235.19999999998382,188.7285,0.3637
235.2999999999838,188.7649,0.3637
235.3999999999838,188.8013,0.3636
235.4999999999838,188.8376,0.3636
235.5999999999838,188.8740,0.3636
235.6999999999838,188.9104,0.3636
235.79999999998378,188.9467,0.3636
235.89999999998378,188.9831,0.3636
235.99999999998377,189.0194,0.3636
236.09999999998377,189.0558,0.3636
236.19999999998376,189.0921,0.3635
236.29999999998375,189.1285,0.3635
236.39999999998375,189.1649,0.3635
236.49999999998374,189.2012,0.3635
236.59999999998374,189.2376,0.3635
236.69999999998373,189.2739,0.3635
236.79999999998373,189.3103,0.3635
236.89999999998372,189.3466,0.3635
236.99999999998371,189.3830,0.3635
237.0999999999837,189.4193,0.3634
237.1999999999837,189.4556,0.3634
237.2999999999837,189.4920,0.3634
237.3999999999837,189.5283,0.3634
237.4999999999837,189.5647,0.3634
237.59999999998368,189.6010,0.3634
237.69999999998367,189.6373,0.3634
237.79999999998367,189.6737,0.3634
237.89999999998366,189.7100,0.3634
237.99999999998366,189.7463,0.3633
238.09999999998365,189.7827,0.3633
238.19999999998365,189.8190,0.3633
238.29999999998364,189.8553,0.3633
238.39999999998363,189.8917,0.3633
238.49999999998363,189.9280,0.3633
238.59999999998362,189.9643,0.3633
238.69999999998362,190.0007,0.3633
238.7999999999836,190.0370,0.3632
238.8999999999836,190.0733,0.3632
238.9999999999836,190.1096,0.3632
239.0999999999836,190.1460,0.3632
239.1999999999836,190.1823,0.3632
239.29999999998358,190.2186,0.3632
239.39999999998358,190.2549,0.3632
239.49999999998357,190.2912,0.3632
239.59999999998357,190.3275,0.3632
239.69999999998356,190.3639,0.3631
239.79999999998356,190.4002,0.3631
239.89999999998355,190.4365,0.3631
239.99999999998354,190.4728,0.3631
240.09999999998354,190.5091,0.3631
240.19999999998353,190.5454,0.3631
240.29999999998353,190.5817,0.3631
240.39999999998352,190.6180,0.3631
240.49999999998352,190.6543,0.3631
240.5999999999835,190.6906,0.3630
240.6999999999835,190.7269,0.3630
240.7999999999835,190.7633,0.3630
240.8999999999835,190.7996,0.3630
240.9999999999835,190.8359,0.3630
241.09999999998348,190.8722,0.3630
241.19999999998348,190.9084,0.3630
241.29999999998347,190.9447,0.3630
241.39999999998346,190.9810,0.3629
241.49999999998346,191.0173,0.3629
241.59999999998345,191.0536,0.3629
241.69999999998345,191.0899,0.3629
241.79999999998344,191.1262,0.3629
241.89999999998344,191.1625,0.3629
241.99999999998343,191.1988,0.3629
242.09999999998342,191.2351,0.3629
242.19999999998342,191.2714,0.3629
242.2999999999834,191.3076,0.3628
242.3999999999834,191.3439,0.3628
242.4999999999834,191.3802,0.3628
242.5999999999834,191.4165,0.3628
242.6999999999834,191.4528,0.3628
242.79999999998338,191.4891,0.3628
242.89999999998338,191.5253,0.3628
242.99999999998337,191.5616,0.3628
243.09999999998337,191.5979,0.3628
243.19999999998336,191.6342,0.3627
243.29999999998336,191.6704,0.3627
243.39999999998335,191.7067,0.3627
243.49999999998334,191.7430,0.3627
243.59999999998334,191.7792,0.3627
243.69999999998333,191.8155,0.3627
243.79999999998333,191.8518,0.3627
243.89999999998332,191.8881,0.3627
243.99999999998332,191.9243,0.3626
244.0999999999833,191.9606,0.3626
244.1999999999833,191.9968,0.3626
244.2999999999833,192.0331,0.3626
244.3999999999833,192.0694,0.3626
244.4999999999833,192.1056,0.3626
244.59999999998328,192.1419,0.3626
244.69999999998328,192.1781,0.3626
244.79999999998327,192.2144,0.3626
244.89999999998327,192.2507,0.3625
244.99999999998326,192.2869,0.3625
245.09999999998325,192.3232,0.3625
245.19999999998325,192.3594,0.3625
245.29999999998324,192.3957,0.3625
245.39999999998324,192.4319,0.3625
245.49999999998323,192.4682,0.3625
245.59999999998323,192.5044,0.3625
245.69999999998322,192.5407,0.3625
245.7999999999832,192.5769,0.3624
245.8999999999832,192.6131,0.3624
245.9999999999832,192.6494,0.3624
246.0999999999832,192.6856,0.3624
246.1999999999832,192.7219,0.3624
246.29999999998319,192.7581,0.3624
246.39999999998318,192.7943,0.3624
246.49999999998317,192.8306,0.3624
246.59999999998317,192.8668,0.3623
246.69999999998316,192.9030,0.3623
246.79999999998316,192.9393,0.3623
246.89999999998315,192.9755,0.3623
246.99999999998315,193.0117,0.3623
247.09999999998314,193.0480,0.3623
247.19999999998313,193.0842,0.3623
247.29999999998313,193.1204,0.3623
247.39999999998312,193.1567,0.3623
247.49999999998312,193.1929,0.3622
247.5999999999831,193.2291,0.3622
247.6999999999831,193.2653,0.3622
247.7999999999831,193.3015,0.3622
247.8999999999831,193.3378,0.3622
247.9999999999831,193.3740,0.3622
248.09999999998308,193.4102,0.3622
248.19999999998308,193.4464,0.3622
248.29999999998307,193.4826,0.3622
248.39999999998307,193.5188,0.3621
248.49999999998306,193.5551,0.3621
248.59999999998305,193.5913,0.3621
248.69999999998305,193.6275,0.3621
248.79999999998304,193.6637,0.3621
248.89999999998304,193.6999,0.3621
248.99999999998303,193.7361,0.3621
249.09999999998303,193.7723,0.3621
249.19999999998302,193.8085,0.3620
249.29999999998302,193.8447,0.3620
249.399999999983,193.8809,0.3620
249.499999999983,193.9171,0.3620
249.599999999983,193.9533,0.3620
249.699999999983,193.9895,0.3620
249.799999999983,194.0257,0.3620
249.89999999998298,194.0619,0.3620
249.99999999998298,194.0981,0.3620
250.09999999998297,194.1343,0.3619
250.19999999998296,194.1705,0.3619
250.29999999998296,194.2067,0.3619
250.39999999998295,194.2429,0.3619
250.49999999998295,194.2791,0.3619
250.59999999998294,194.3153,0.3619
250.69999999998294,194.3515,0.3619
250.79999999998293,194.3877,0.3619
250.89999999998292,194.4238,0.3619
250.99999999998292,194.4600,0.3618
251.0999999999829,194.4962,0.3618
251.1999999999829,194.5324,0.3618
251.2999999999829,194.5686,0.3618
251.3999999999829,194.6047,0.3618
251.4999999999829,194.6409,0.3618
251.59999999998288,194.6771,0.3618
251.69999999998288,194.7133,0.3618
251.79999999998287,194.7495,0.3617
251.89999999998287,194.7856,0.3617
251.99999999998286,194.8218,0.3617
252.09999999998286,194.8580,0.3617
252.19999999998285,194.8941,0.3617
252.29999999998284,194.9303,0.3617
252.39999999998284,194.9665,0.3617
252.49999999998283,195.0027,0.3617
252.59999999998283,195.0388,0.3617
252.69999999998282,195.0750,0.3616
252.79999999998282,195.1111,0.3616
252.8999999999828,195.1473,0.3616
252.9999999999828,195.1835,0.3616
253.0999999999828,195.2196,0.3616
253.1999999999828,195.2558,0.3616
253.2999999999828,195.2919,0.3616
253.39999999998278,195.3281,0.3616
253.49999999998278,195.3643,0.3616
253.59999999998277,195.4004,0.3615
253.69999999998277,195.4366,0.3615
253.79999999998276,195.4727,0.3615
253.89999999998275,195.5089,0.3615
253.99999999998275,195.5450,0.3615
254.09999999998274,195.5812,0.3615
254.19999999998274,195.6173,0.3615
254.29999999998273,195.6535,0.3615
254.39999999998273,195.6896,0.3614
254.49999999998272,195.7258,0.3614
254.5999999999827,195.7619,0.3614
254.6999999999827,195.7980,0.3614
254.7999999999827,195.8342,0.3614
254.8999999999827,195.8703,0.3614
254.9999999999827,195.9065,0.3614
255.09999999998269,195.9426,0.3614
255.19999999998268,195.9787,0.3614
255.29999999998267,196.0149,0.3613
255.39999999998267,196.0510,0.3613
255.49999999998266,196.0871,0.3613
255.59999999998266,196.1233,0.3613
255.69999999998265,196.1594,0.3613
255.79999999998265,196.1955,0.3613
255.89999999998264,196.2316,0.3613
255.99999999998263,196.2678,0.3613
256.09999999998263,196.3039,0.3613
256.19999999998265,196.3400,0.3612
256.2999999999827,196.3761,0.3612
256.3999999999827,196.4123,0.3612
256.4999999999827,196.4484,0.3612
256.59999999998274,196.4845,0.3612
256.69999999998277,196.5206,0.3612
256.7999999999828,196.5567,0.3612
256.8999999999828,196.5929,0.3612
256.99999999998283,196.6290,0.3611
257.09999999998286,196.6651,0.3611
257.1999999999829,196.7012,0.3611
257.2999999999829,196.7373,0.3611
257.3999999999829,196.7734,0.3611
257.49999999998295,196.8095,0.3611
257.59999999998297,196.8456,0.3611
257.699999999983,196.8818,0.3611
257.799999999983,196.9179,0.3611
257.89999999998304,196.9540,0.3610
257.99999999998306,196.9901,0.3610
258.0999999999831,197.0262,0.3610
258.1999999999831,197.0623,0.3610
258.29999999998313,197.0984,0.3610
258.39999999998315,197.1345,0.3610
258.4999999999832,197.1706,0.3610
258.5999999999832,197.2067,0.3610
258.6999999999832,197.2428,0.3610
258.79999999998324,197.2789,0.3609
258.89999999998327,197.3150,0.3609
258.9999999999833,197.3510,0.3609
259.0999999999833,197.3871,0.3609
259.19999999998333,197.4232,0.3609
259.29999999998336,197.4593,0.3609
259.3999999999834,197.4954,0.3609
259.4999999999834,197.5315,0.3609
259.5999999999834,197.5676,0.3608
259.69999999998345,197.6037,0.3608
259.79999999998347,197.6397,0.3608
259.8999999999835,197.6758,0.3608
259.9999999999835,197.7119,0.3608
260.09999999998354,197.7480,0.3608
260.19999999998356,197.7841,0.3608
260.2999999999836,197.8201,0.3608
260.3999999999836,197.8562,0.3608
260.49999999998363,197.8923,0.3607
260.59999999998365,197.9284,0.3607
260.6999999999837,197.9644,0.3607
260.7999999999837,198.0005,0.3607
260.8999999999837,198.0366,0.3607
260.99999999998374,198.0726,0.3607
261.09999999998377,198.1087,0.3607
261.1999999999838,198.1448,0.3607
261.2999999999838,198.1808,0.3606
261.39999999998383,198.2169,0.3606
261.49999999998386,198.2530,0.3606
261.5999999999839,198.2890,0.3606
261.6999999999839,198.3251,0.3606
261.7999999999839,198.3612,0.3606
261.89999999998395,198.3972,0.3606
261.99999999998397,198.4333,0.3606
262.099999999984,198.4693,0.3606
262.199999999984,198.5054,0.3605
262.29999999998404,198.5414,0.3605
262.39999999998406,198.5775,0.3605
262.4999999999841,198.6135,0.3605
262.5999999999841,198.6496,0.3605
262.69999999998413,198.6856,0.3605
262.79999999998415,198.7217,0.3605
262.8999999999842,198.7577,0.3605
262.9999999999842,198.7938,0.3605
263.0999999999842,198.8298,0.3604
263.19999999998424,198.8659,0.3604
263.29999999998427,198.9019,0.3604
263.3999999999843,198.9380,0.3604
263.4999999999843,198.9740,0.3604
263.59999999998433,199.0100,0.3604
263.69999999998436,199.0461,0.3604
263.7999999999844,199.0821,0.3604
263.8999999999844,199.1181,0.3603
263.9999999999844,199.1542,0.3603
264.09999999998445,199.1902,0.3603
264.19999999998447,199.2262,0.3603
264.2999999999845,199.2623,0.3603
264.3999999999845,199.2983,0.3603
264.49999999998454,199.3343,0.3603
264.59999999998456,199.3704,0.3603
264.6999999999846,199.4064,0.3603
264.7999999999846,199.4424,0.3602
264.89999999998463,199.4784,0.3602
264.99999999998465,199.5145,0.3602
265.0999999999847,199.5505,0.3602
265.1999999999847,199.5865,0.3602
265.2999999999847,199.6225,0.3602
265.39999999998474,199.6585,0.3602
265.49999999998477,199.6946,0.3602
265.5999999999848,199.7306,0.3602
265.6999999999848,199.7666,0.3601
265.79999999998483,199.8026,0.3601
265.89999999998486,199.8386,0.3601
265.9999999999849,199.8746,0.3601
266.0999999999849,199.9106,0.3601
266.1999999999849,199.9466,0.3601
266.29999999998495,199.9826,0.3601
266.39999999998497,200.0187,0.3601
266.499999999985,200.0547,0.3600
266.599999999985,200.0907,0.3600
266.69999999998504,200.1267,0.3600
266.79999999998506,200.1627,0.3600
266.8999999999851,200.1987,0.3600
266.9999999999851,200.2347,0.3600
267.09999999998513,200.2707,0.3600
267.19999999998515,200.3067,0.3600
267.2999999999852,200.3427,0.3600
267.3999999999852,200.3787,0.3599
267.4999999999852,200.4147,0.3599
267.59999999998524,200.4506,0.3599
267.69999999998527,200.4866,0.3599
267.7999999999853,200.5226,0.3599
267.8999999999853,200.5586,0.3599
267.99999999998533,200.5946,0.3599
268.09999999998536,200.6306,0.3599
268.1999999999854,200.6666,0.3599
268.2999999999854,200.7026,0.3598
268.3999999999854,200.7385,0.3598
268.49999999998545,200.7745,0.3598
268.59999999998547,200.8105,0.3598
268.6999999999855,200.8465,0.3598
268.7999999999855,200.8825,0.3598
268.89999999998554,200.9184,0.3598
268.99999999998556,200.9544,0.3598
269.0999999999856,200.9904,0.3597
269.1999999999856,201.0264,0.3597
269.29999999998563,201.0623,0.3597
269.39999999998565,201.0983,0.3597
269.4999999999857,201.1343,0.3597
269.5999999999857,201.1703,0.3597
269.6999999999857,201.2062,0.3597
269.79999999998574,201.2422,0.3597
269.89999999998577,201.2782,0.3597
269.9999999999858,201.3141,0.3596
270.0999999999858,201.3501,0.3596
270.19999999998583,201.3861,0.3596
270.29999999998586,201.4220,0.3596
270.3999999999859,201.4580,0.3596
270.4999999999859,201.4939,0.3596
270.5999999999859,201.5299,0.3596
270.69999999998595,201.5658,0.3596
270.79999999998597,201.6018,0.3596
270.899999999986,201.6378,0.3595
270.999999999986,201.6737,0.3595
271.09999999998604,201.7097,0.3595
271.19999999998606,201.7456,0.3595
271.2999999999861,201.7816,0.3595
271.3999999999861,201.8175,0.3595
271.49999999998613,201.8535,0.3595
271.59999999998615,201.8894,0.3595
271.6999999999862,201.9254,0.3594
271.7999999999862,201.9613,0.3594
271.8999999999862,201.9972,0.3594
271.99999999998624,202.0332,0.3594
272.09999999998627,202.0691,0.3594
272.1999999999863,202.1051,0.3594
272.2999999999863,202.1410,0.3594
272.39999999998633,202.1769,0.3594
272.49999999998636,202.2129,0.3594
272.5999999999864,202.2488,0.3593
272.6999999999864,202.2847,0.3593
272.7999999999864,202.3207,0.3593
272.89999999998645,202.3566,0.3593
272.99999999998647,202.3925,0.3593
273.0999999999865,202.4285,0.3593
273.1999999999865,202.4644,0.3593
273.29999999998654,202.5003,0.3593
273.39999999998656,202.5363,0.3593
273.4999999999866,202.5722,0.3592
273.5999999999866,202.6081,0.3592
273.69999999998663,202.6440,0.3592
273.79999999998665,202.6799,0.3592
273.8999999999867,202.7159,0.3592
273.9999999999867,202.7518,0.3592
274.0999999999867,202.7877,0.3592
274.19999999998674,202.8236,0.3592
274.29999999998677,202.8595,0.3591
274.3999999999868,202.8954,0.3591
274.4999999999868,202.9314,0.3591
274.59999999998684,202.9673,0.3591
274.69999999998686,203.0032,0.3591
274.7999999999869,203.0391,0.3591
274.8999999999869,203.0750,0.3591
274.9999999999869,203.1109,0.3591
275.09999999998695,203.1468,0.3591
275.19999999998697,203.1827,0.3590
275.299999999987,203.2186,0.3590
275.399999999987,203.2545,0.3590
275.49999999998704,203.2904,0.3590
275.59999999998706,203.3263,0.3590
275.6999999999871,203.3622,0.3590
275.7999999999871,203.3981,0.3590
275.89999999998713,203.4340,0.3590
275.99999999998715,203.4699,0.3590
276.0999999999872,203.5058,0.3589
276.1999999999872,203.5417,0.3589
276.2999999999872,203.5776,0.3589
276.39999999998724,203.6135,0.3589
276.49999999998727,203.6494,0.3589
276.5999999999873,203.6853,0.3589
276.6999999999873,203.7212,0.3589
276.79999999998734,203.7570,0.3589
276.89999999998736,203.7929,0.3588
276.9999999999874,203.8288,0.3588
277.0999999999874,203.8647,0.3588
277.1999999999874,203.9006,0.3588
277.29999999998745,203.9365,0.3588
277.3999999999875,203.9723,0.3588
277.4999999999875,204.0082,0.3588
277.5999999999875,204.0441,0.3588
277.69999999998754,204.0800,0.3588
277.79999999998756,204.1158,0.3587
277.8999999999876,204.1517,0.3587
277.9999999999876,204.1876,0.3587
278.09999999998763,204.2235,0.3587
278.19999999998765,204.2593,0.3587
278.2999999999877,204.2952,0.3587
278.3999999999877,204.3311,0.3587
278.4999999999877,204.3669,0.3587
278.59999999998774,204.4028,0.3587
278.69999999998777,204.4387,0.3586
278.7999999999878,204.4745,0.3586
278.8999999999878,204.5104,0.3586
278.99999999998784,204.5463,0.3586
279.09999999998786,204.5821,0.3586
279.1999999999879,204.6180,0.3586
279.2999999999879,204.6538,0.3586
279.3999999999879,204.6897,0.3586
279.49999999998795,204.7255,0.3585
279.599999999988,204.7614,0.3585
279.699999999988,204.7972,0.3585
279.799999999988,204.8331,0.3585
279.89999999998804,204.8690,0.3585
279.99999999998806,204.9048,0.3585
280.0999999999881,204.9406,0.3585
280.1999999999881,204.9765,0.3585
280.29999999998813,205.0123,0.3585
280.39999999998815,205.0482,0.3584
280.4999999999882,205.0840,0.3584
280.5999999999882,205.1199,0.3584
280.6999999999882,205.1557,0.3584
280.79999999998824,205.1916,0.3584
280.89999999998827,205.2274,0.3584
280.9999999999883,205.2632,0.3584
281.0999999999883,205.2991,0.3584
281.19999999998834,205.3349,0.3584
281.29999999998836,205.3707,0.3583
281.3999999999884,205.4066,0.3583
281.4999999999884,205.4424,0.3583
281.5999999999884,205.4782,0.3583
281.69999999998845,205.5141,0.3583
281.7999999999885,205.5499,0.3583
281.8999999999885,205.5857,0.3583
281.9999999999885,205.6215,0.3583
282.09999999998854,205.6574,0.3582
282.19999999998856,205.6932,0.3582
282.2999999999886,205.7290,0.3582
282.3999999999886,205.7648,0.3582
282.49999999998863,205.8007,0.3582
282.59999999998865,205.8365,0.3582
282.6999999999887,205.8723,0.3582
282.7999999999887,205.9081,0.3582
282.8999999999887,205.9439,0.3582
282.99999999998875,205.9798,0.3581
283.09999999998877,206.0156,0.3581
283.1999999999888,206.0514,0.3581
283.2999999999888,206.0872,0.3581
283.39999999998884,206.1230,0.3581
283.49999999998886,206.1588,0.3581
283.5999999999889,206.1946,0.3581
283.6999999999889,206.2304,0.3581
283.7999999999889,206.2662,0.3581
283.89999999998895,206.3020,0.3580
283.999999999989,206.3378,0.3580
284.099999999989,206.3736,0.3580
284.199999999989,206.4094,0.3580
284.29999999998904,206.4452,0.3580
284.39999999998906,206.4810,0.3580
284.4999999999891,206.5168,0.3580
284.5999999999891,206.5526,0.3580
284.69999999998913,206.5884,0.3579
284.79999999998915,206.6242,0.3579
284.8999999999892,206.6600,0.3579
284.9999999999892,206.6958,0.3579
285.0999999999892,206.7316,0.3579
285.19999999998925,206.7674,0.3579
285.29999999998927,206.8032,0.3579
285.3999999999893,206.8390,0.3579
285.4999999999893,206.8747,0.3579
285.59999999998934,206.9105,0.3578
285.69999999998936,206.9463,0.3578
285.7999999999894,206.9821,0.3578
285.8999999999894,207.0179,0.3578
285.9999999999894,207.0537,0.3578
286.09999999998945,207.0894,0.3578
286.1999999999895,207.1252,0.3578
286.2999999999895,207.1610,0.3578
286.3999999999895,207.1968,0.3578
286.49999999998954,207.2325,0.3577
286.59999999998956,207.2683,0.3577
286.6999999999896,207.3041,0.3577
286.7999999999896,207.3399,0.3577
286.89999999998963,207.3756,0.3577
286.99999999998965,207.4114,0.3577
287.0999999999897,207.4472,0.3577
287.1999999999897,207.4829,0.3577
287.2999999999897,207.5187,0.3576
287.39999999998975,207.5545,0.3576
287.49999999998977,207.5902,0.3576
287.5999999999898,207.6260,0.3576
287.6999999999898,207.6617,0.3576
287.79999999998984,207.6975,0.3576
287.89999999998986,207.7333,0.3576
287.9999999999899,207.7690,0.3576
288.0999999999899,207.8048,0.3576
288.1999999999899,207.8405,0.3575
